date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h,estimated_source_type
20210731,10:06:05,31.65,48.73,21,9,Oil
20210731,11:31:34,-26.56,29.21,14,6,Coal
20210731,11:31:49,-26.03,28.88,13,6,Coal
20210731,11:31:49,-26.23,28.02,10,4,Landfill/Urban
20210731,18:14:37,-34.54,-58.57,53,19,Landfill/Urban
20210801,04:51:02,58.25,106.68,31,17,Oil
20210801,06:23:52,30.8,104.36,34,18,Landfill/Urban
20210801,17:56:02,-34.31,-58.57,126,41,Landfill/Urban
20210802,04:08:21,-21.91,147.93,10,5,Coal
20210802,06:06:41,37.39,110.9,39,16,Coal
20210802,09:29:37,37.35,61.82,59,22,Gas
20210802,09:34:05,51.03,43.56,14,6,Landfill/Urban
20210802,11:13:24,44.63,26.35,16,6,Landfill/Urban
20210802,17:36:57,-34.72,-58.62,48,16,Landfill/Urban
20210803,03:49:30,-21.95,148.42,25,9,Coal
20210803,09:11:29,38.78,54.39,27,16,Oil
20210803,09:14:10,46.74,46.25,64,24,Gas
20210803,09:19:18,67.52,63.99,10,6,Coal
20210803,12:15:23,-26.64,29.17,21,8,Coal
20210806,08:14:50,38.53,62.77,171,55,Oil
20210806,09:55:58,40.32,49.52,23,11,Oil
20210806,18:02:04,-34.78,-58.46,39,19,Landfill/Urban
20210806,20:02:59,32.9,-104.5,17,6,Gas
20210806,20:03:54,36.73,-101.06,34,12,Gas
20210807,04:34:18,46.47,125.0,23,8,Landfill/Urban
20210807,09:36:30,38.63,53.81,54,18,Oil
20210807,17:43:19,-34.54,-58.61,62,24,Landfill/Urban
20210807,19:44:13,32.7,-103.53,48,17,Oil
20210807,21:26:13,36.27,-119.82,24,12,Landfill/Urban
20210807,21:26:31,37.22,-121.07,45,27,Landfill/Urban
20210808,09:17:03,37.53,64.01,31,11,Gas
20210808,09:17:28,37.77,53.92,44,18,Oil
20210808,09:18:19,41.79,59.03,69,23,Gas
20210808,09:21:00,51.2,57.63,16,6,Landfill/Urban
20210809,05:35:18,37.47,110.59,21,13,Coal
20210809,05:35:03,37.0,111.76,27,10,Coal
20210809,07:21:19,53.84,87.02,48,17,Coal
20210809,08:58:01,37.07,62.06,73,25,Gas
20210809,08:58:45,39.51,62.89,42,14,Gas
20210809,08:58:54,37.97,53.91,94,30,Oil
20210809,08:59:27,41.39,59.98,13,4,Gas
20210809,19:07:48,38.83,-95.0,61,21,Oil
20210809,19:07:44,38.96,-93.09,61,25,Landfill/Urban
20210810,08:39:13,36.39,61.45,116,38,Oil
20210810,08:39:36,38.76,64.59,15,6,Gas
20210810,08:40:11,41.27,69.22,24,8,Gas
20210810,10:19:58,34.91,41.2,5,2,Oil
20210811,06:46:42,63.26,74.6,65,32,Oil
20210811,06:46:44,63.75,75.44,74,29,Gas
20210811,06:48:22,67.52,63.84,15,7,Coal
20210811,08:20:55,38.6,64.76,24,11,Gas
20210811,08:21:22,41.26,68.48,39,15,Gas
20210811,08:21:35,43.28,76.55,21,10,Landfill/Urban
20210811,08:25:45,55.31,55.46,265,95,Gas
20210811,08:28:39,67.56,63.93,14,7,Coal
20210811,10:01:30,36.28,43.16,11,5,Landfill/Urban
20210811,10:06:29,55.0,55.06,167,66,Gas
20210811,16:30:49,-22.98,-46.96,59,25,Landfill/Urban
20210811,20:10:45,38.52,-97.87,127,45,Gas
20210812,08:02:36,41.81,69.24,70,35,Landfill/Urban
20210812,09:42:34,37.62,54.03,81,29,Oil
20210812,09:42:28,37.58,61.93,69,26,Landfill/Urban
20210812,09:42:43,38.47,54.01,62,20,Oil
20210812,09:46:56,53.1,51.1,24,8,Oil
20210812,09:47:29,55.17,52.3,21,9,Oil
20210812,17:49:38,-34.54,-58.65,43,15,Landfill/Urban
20210813,03:59:03,-32.55,150.99,34,24,Coal
20210813,09:23:07,36.55,61.66,97,30,Oil
20210814,03:40:24,-32.25,150.78,5,3,Coal
20210814,05:41:06,36.12,112.94,46,14,Coal
20210814,09:04:04,36.06,62.38,124,43,Oil
20210814,09:04:18,36.76,61.58,42,13,Oil
20210814,09:04:22,37.17,63.56,26,9,Gas
20210814,09:05:31,39.28,53.74,66,21,Oil
20210815,08:45:20,36.03,61.82,130,42,Oil
20210815,08:46:23,40.9,69.13,83,29,Gas
20210815,08:46:57,41.64,60.22,52,18,Gas
20210815,10:29:52,44.36,26.27,14,7,Landfill/Urban
20210816,08:26:51,36.34,61.77,82,26,Oil
20210816,08:26:52,37.32,63.81,13,5,Gas
20210816,08:27:38,41.82,69.11,27,10,Landfill/Urban
20210816,08:29:44,49.54,72.45,30,12,Coal
20210816,08:32:32,57.68,57.39,36,20,Gas
20210816,08:34:39,66.48,76.7,313,105,Oil
20210816,10:06:10,31.33,48.81,19,6,Oil
20210816,10:12:17,52.21,37.81,12,4,Gas
20210816,10:12:22,52.78,39.65,64,20,Landfill/Urban
20210817,09:47:21,31.5,49.04,21,9,Oil
20210817,09:54:20,55.16,37.44,37,19,Landfill/Urban
20210817,13:09:46,30.43,6.54,13,8,Gas
20210817,13:10:11,31.75,6.13,13,6,Gas
20210817,13:12:51,40.33,-3.62,11,5,Landfill/Urban
20210817,21:39:13,37.35,-121.04,40,16,Landfill/Urban
20210818,09:30:23,39.54,57.11,14,5,Gas
20210818,09:33:21,47.56,42.8,96,40,Landfill/Urban
20210818,17:37:11,-34.51,-58.67,51,17,Landfill/Urban
20210819,09:10:25,36.18,61.66,78,28,Oil
20210819,09:10:49,37.35,60.52,22,8,Gas
20210819,09:11:31,38.68,54.23,127,42,Oil
20210819,09:15:03,52.21,55.32,4,2,Gas
20210819,09:16:20,54.33,43.35,46,25,Gas
20210819,17:20:48,-23.52,-46.44,15,6,Landfill/Urban
20210820,05:28:56,37.02,111.81,15,13,Coal
20210820,05:29:02,37.85,113.66,131,41,Coal
20210820,08:51:40,36.45,62.36,66,22,Gas
20210820,08:51:49,37.26,63.26,44,14,Gas
20210820,08:51:50,37.21,62.03,54,19,Gas
20210820,08:52:14,38.91,64.84,23,13,Gas
20210820,08:55:04,49.25,71.72,26,11,Gas
20210820,08:56:17,53.07,59.71,8,5,Gas
20210820,08:56:50,54.7,57.42,26,15,Landfill/Urban
20210820,08:57:48,58.38,58.55,42,19,Gas
20210820,10:32:35,35.18,41.4,26,9,Gas
20210820,11:56:36,-26.61,29.21,44,21,Coal
20210821,06:56:25,51.6,75.35,36,12,Coal
20210821,08:33:05,36.41,61.59,93,31,Oil
20210821,08:33:10,37.35,61.6,132,54,Gas
20210821,08:33:30,39.22,65.32,7,3,Gas
20210821,08:33:50,40.12,63.88,9,3,Gas
20210821,08:36:04,49.66,72.37,46,16,Coal
20210821,10:13:39,35.29,44.22,24,9,Oil
20210821,18:42:23,39.76,-80.14,32,16,Coal
20210822,06:37:25,54.17,87.5,18,15,Coal
20210822,06:37:37,54.64,86.14,15,7,Coal
20210822,08:14:36,37.27,62.57,73,23,Gas
20210822,13:17:30,33.27,-7.41,17,7,Landfill/Urban
20210823,07:58:45,51.39,74.23,43,16,Oil
20210823,09:35:53,36.77,62.24,39,20,Gas
20210823,09:36:10,37.45,62.34,109,36,Oil
20210823,09:36:31,38.62,53.91,52,15,Oil
20210824,05:53:25,35.25,113.2,141,68,Coal
20210824,07:40:14,53.72,87.34,73,27,Coal
20210824,07:40:25,54.31,86.29,70,26,Coal
20210824,09:17:03,37.27,62.57,114,39,Gas
20210824,09:17:07,37.58,63.85,23,10,Gas
20210824,09:17:35,38.43,54.41,32,16,Oil
20210824,09:17:50,38.81,54.01,51,30,Oil
20210824,09:17:50,40.08,63.62,22,13,Gas
20210824,09:18:10,41.11,60.31,19,7,Gas
20210824,09:20:07,47.95,59.05,21,8,Gas
20210825,07:21:19,53.85,87.03,43,17,Coal
20210825,07:21:26,54.17,84.79,54,24,Coal
20210825,07:24:29,64.59,77.46,31,13,Oil
20210825,08:57:59,36.34,61.55,61,23,Oil
20210825,08:58:16,37.41,61.71,107,36,Gas
20210825,08:58:24,38.63,66.05,35,15,Gas
20210825,08:58:47,39.41,61.34,10,4,Gas
20210825,08:58:51,39.95,63.61,15,5,Gas
20210825,08:59:32,41.88,59.63,57,24,Gas
20210825,20:48:41,35.98,-119.42,21,8,Oil
20210826,03:18:33,-21.47,148.42,41,20,Coal
20210826,07:02:35,51.39,74.9,45,16,Gas
20210826,08:39:17,36.38,61.57,47,16,Oil
20210826,08:39:25,37.27,62.49,68,23,Gas
20210826,08:39:44,39.13,65.33,20,8,Gas
20210826,08:40:01,40.12,65.35,37,17,Gas
20210826,08:40:42,41.58,59.6,157,62,Gas
20210826,08:42:31,49.7,72.36,21,7,Coal
20210826,10:20:11,35.78,50.7,38,23,Gas
20210826,10:22:55,45.85,47.02,11,4,Gas
20210827,04:57:35,36.16,112.82,62,23,Coal
20210827,04:57:59,38.09,114.42,45,24,Landfill/Urban
20210827,06:43:52,54.27,85.98,50,22,Coal
20210827,08:20:59,37.56,61.45,195,95,Gas
20210827,08:21:20,41.23,69.03,39,19,Gas
20210827,08:23:17,48.51,71.49,18,6,Landfill/Urban
20210827,08:24:01,51.62,75.64,31,11,Coal
20210827,08:25:37,53.08,52.46,35,15,Oil
20210827,08:25:43,53.38,52.46,53,24,Oil
20210827,10:00:57,35.53,50.95,26,13,Gas
20210827,11:26:21,-21.9,34.58,8,4,Gas
20210827,11:40:48,28.6,20.94,18,6,Oil
20210827,13:25:22,40.15,-3.91,17,7,Landfill/Urban
20210827,18:08:32,-34.52,-58.47,36,11,Landfill/Urban
20210828,06:24:36,53.75,91.05,17,8,Coal
20210828,06:24:52,53.88,87.34,16,11,Coal
20210828,06:25:08,54.59,86.15,28,10,Coal
20210828,08:04:41,49.4,71.67,20,7,Gas
20210828,08:05:00,51.57,75.46,16,5,Coal
20210828,09:44:20,43.58,52.17,41,15,Oil
20210828,09:49:33,62.12,49.66,21,10,Gas
20210829,06:06:20,53.95,87.37,106,56,Coal
20210829,07:46:51,54.26,86.91,87,45,Coal
20210829,09:23:11,36.58,61.79,57,25,Oil
20210829,09:24:13,39.33,53.74,105,41,Oil
20210829,09:24:12,39.31,54.69,68,27,Oil
20210829,09:24:15,39.47,53.69,102,44,Oil
20210829,09:27:23,50.13,48.64,114,36,Gas
20210829,17:30:56,-34.58,-58.72,125,51,Landfill/Urban
20210830,09:04:19,36.59,61.63,64,21,Oil
20210830,09:04:32,37.53,62.06,80,30,Landfill/Urban
20210830,09:05:13,38.12,54.1,71,23,Oil
20210830,09:06:43,43.31,52.73,19,8,Oil
20210830,20:55:01,36.79,-119.82,52,17,Landfill/Urban
20210831,03:44:46,46.66,124.92,17,8,Landfill/Urban
20210831,05:28:42,58.53,107.27,51,27,Oil
20210831,08:45:31,36.49,61.76,78,25,Oil
20210831,08:45:44,37.45,62.15,101,32,Oil
20210831,08:45:57,38.72,63.03,79,25,Oil
20210831,08:46:35,37.88,53.94,68,30,Oil
20210831,08:46:29,40.89,69.01,69,27,Gas
20210831,08:46:41,38.54,54.26,78,24,Oil
20210831,20:36:17,36.41,-119.46,46,15,Landfill/Urban
20210901,05:04:27,39.96,116.38,28,9,Landfill/Urban
20210901,08:27:09,38.1,63.51,12,4,Oil
20210901,08:27:17,37.7,62.1,35,12,Gas
20210901,08:27:43,40.31,63.42,5,3,Gas
20210901,08:30:18,48.26,57.15,14,5,Oil
20210901,13:30:03,33.47,-7.55,32,17,Landfill/Urban
20210902,08:08:34,37.92,63.43,9,5,Oil
20210902,08:08:39,38.73,64.64,11,6,Gas
20210902,08:08:55,37.61,61.88,31,10,Gas
20210902,08:08:49,41.0,68.67,26,11,Gas
20210902,09:48:59,38.34,54.03,56,26,Oil
20210902,09:49:00,37.99,53.99,41,33,Oil
20210902,18:17:13,39.44,-80.3,35,20,Coal
20210903,06:12:46,54.49,86.27,59,23,Coal
20210903,07:52:39,51.91,75.27,44,14,Coal
20210903,09:30:04,38.19,61.17,48,18,Gas
20210903,17:58:39,39.88,-80.59,34,22,Coal
20210904,07:33:50,51.88,75.17,27,10,Coal
20210904,07:34:09,54.34,85.68,59,26,Landfill/Urban
20210904,07:37:38,65.87,72.38,52,28,Landfill/Urban
20210904,09:10:51,37.64,63.83,41,14,Gas
20210904,09:11:06,38.35,63.3,31,10,Gas
20210904,17:40:05,39.56,-80.33,96,66,Coal
20210904,21:01:08,36.28,-119.3,43,16,Landfill/Urban
20210905,03:55:00,63.41,126.09,24,9,Oil
20210905,07:12:18,44.08,88.05,12,9,Coal
20210905,07:15:15,53.94,87.42,58,31,Coal
20210905,07:15:04,51.86,75.71,35,14,Coal
20210905,07:15:20,54.57,86.08,91,40,Coal
20210905,08:48:21,24.95,67.13,118,41,Landfill/Urban
20210905,20:42:05,36.87,-108.61,41,18,Coal
20210906,06:55:58,53.71,91.06,18,8,Coal
20210906,06:56:09,54.09,86.71,120,75,Coal
20210906,11:59:21,49.95,18.67,10,4,Coal
20210906,16:43:18,-23.36,-46.79,14,6,Landfill/Urban
20210906,20:24:43,42.33,-109.04,33,12,Gas
20210907,04:51:50,37.96,114.16,82,53,Coal
20210907,06:37:08,53.75,91.07,30,13,Coal
20210907,06:37:27,54.19,86.58,153,47,Coal
20210907,08:14:33,36.21,61.97,84,27,Oil
20210907,08:14:50,37.61,61.77,73,22,Gas
20210907,08:17:16,49.76,72.66,10,4,Coal
20210907,20:02:52,31.55,-103.47,18,7,Oil
20210908,04:11:41,-32.6,150.89,10,5,Coal
20210908,04:11:34,-32.94,151.64,23,9,Coal
20210908,07:56:44,44.71,84.91,25,9,Oil
20210908,09:36:36,38.53,54.41,34,10,Oil
20210908,09:36:49,39.47,53.77,70,22,Oil
20210908,09:39:49,48.9,44.99,18,6,Landfill/Urban
20210909,05:53:29,35.19,112.89,42,15,Coal
20210909,05:53:38,35.55,112.38,129,52,Coal
20210909,06:00:12,58.54,106.58,42,19,Oil
20210909,07:37:57,41.4,69.13,79,32,Gas
20210909,11:01:50,48.57,35.98,11,6,Gas
20210909,19:25:11,31.64,-102.09,40,14,Oil
20210910,05:33:46,32.24,115.18,9,4,Landfill/Urban
20210910,05:34:01,33.18,116.38,26,11,Coal
20210910,05:34:17,33.82,113.38,19,9,Coal
20210910,05:34:50,35.38,112.36,132,50,Coal
20210910,05:34:58,35.02,107.74,24,8,Coal
20210910,05:35:15,37.09,111.82,85,37,Coal
20210910,05:35:25,38.02,113.47,59,35,Coal
20210910,05:35:21,36.41,107.67,16,5,Oil
20210910,05:35:23,37.46,110.86,52,17,Coal
20210910,08:58:03,36.5,61.42,72,28,Oil
20210910,09:00:36,43.47,52.71,39,13,Oil
20210910,10:42:42,48.21,38.23,7,3,Gas
20210910,10:42:44,48.27,37.04,11,4,Gas
20210910,10:42:47,48.58,36.1,13,5,Gas
20210910,10:43:03,49.38,36.56,17,5,Gas
20210910,10:43:19,50.33,36.5,28,9,Gas
20210910,12:02:56,-26.6,29.09,12,4,Coal
20210910,19:05:55,33.24,-87.33,19,11,Gas
20210910,19:06:15,32.21,-93.43,41,24,Gas
20210910,19:08:46,42.83,-90.55,44,16,Gas
20210911,05:15:13,33.26,116.22,30,11,Coal
20210911,05:15:36,33.96,113.31,16,7,Coal
20210911,05:16:10,35.69,112.47,88,28,Coal
20210911,05:16:16,36.27,112.9,118,38,Coal
20210911,05:16:37,36.62,109.7,46,15,Coal
20210911,06:54:51,27.34,95.38,26,9,Oil
20210911,06:59:46,44.04,87.78,13,5,Coal
20210911,08:39:24,36.65,61.48,111,42,Oil
20210911,08:40:11,41.02,68.47,82,32,Gas
20210911,08:43:19,50.73,58.23,35,14,Gas
20210911,10:20:25,36.13,41.17,10,4,Oil
20210911,10:23:53,48.07,37.85,49,17,Coal
20210911,11:44:14,-26.53,29.06,18,10,Coal
20210911,13:42:35,33.5,-7.52,17,10,Landfill/Urban
20210911,20:27:51,31.48,-103.61,30,12,Oil
20210912,04:57:03,33.78,113.64,72,31,Coal
20210912,08:21:06,37.49,62.04,75,25,Gas
20210912,09:59:47,30.68,50.05,38,20,Oil
20210912,09:59:53,31.19,49.01,11,4,Oil
20210912,20:09:03,31.85,-103.89,43,17,Oil
20210913,08:02:42,41.0,68.65,58,23,Gas
20210913,09:42:15,36.53,61.61,67,21,Oil
20210913,09:42:29,37.35,61.98,35,15,Gas
20210913,13:03:54,31.77,6.07,11,6,Gas
20210913,19:50:22,31.62,-104.14,14,9,Oil
20210913,19:51:24,36.68,-99.89,71,23,Gas
20210914,07:44:07,41.25,68.56,55,29,Gas
20210914,07:46:56,52.2,67.09,94,37,Landfill/Urban
20210914,09:23:22,36.62,61.53,36,17,Oil
20210914,09:23:41,38.16,63.61,8,3,Oil
20210914,09:23:53,38.84,64.64,8,3,Gas
20210914,09:27:33,50.27,47.6,64,20,Gas
20210914,19:31:39,31.26,-103.69,13,11,Oil
20210914,19:32:02,32.78,-104.45,11,6,Gas
20210914,21:13:51,36.77,-119.73,48,19,Landfill/Urban
20210914,21:14:05,37.4,-120.97,7,4,Landfill/Urban
20210915,09:04:20,36.56,61.65,61,22,Oil
20210915,09:04:33,37.55,62.16,62,20,Landfill/Urban
20210915,09:04:39,37.97,63.57,24,8,Oil
20210915,09:04:54,38.81,64.66,21,9,Gas
20210915,09:05:20,40.07,61.25,9,4,Oil
20210915,09:05:54,42.04,59.99,20,9,Gas
20210915,09:06:45,43.46,52.31,36,13,Oil
20210915,09:06:47,45.52,62.79,26,10,Gas
20210916,03:24:56,-21.53,148.19,44,18,Coal
20210916,08:45:34,36.58,61.55,42,18,Oil
20210916,08:45:51,37.75,63.2,38,12,Oil
20210916,08:45:51,38.3,64.29,21,7,Gas
20210916,08:46:00,37.7,61.53,65,22,Gas
20210916,08:46:39,40.59,61.4,5,2,Gas
20210916,08:48:07,46.46,63.86,56,18,Oil
20210916,10:30:16,48.41,35.73,18,6,Gas
20210916,10:30:40,50.0,36.64,28,9,Gas
20210916,18:33:30,-34.69,-58.51,73,25,Landfill/Urban
20210916,18:54:58,39.42,-81.0,13,8,Gas
20210916,18:55:26,40.3,-88.44,11,4,Gas
20210917,08:27:02,36.79,61.6,13,5,Oil
20210917,08:27:08,37.96,63.57,16,7,Oil
20210917,08:27:17,37.67,62.13,18,6,Landfill/Urban
20210917,08:30:46,50.65,58.19,26,11,Landfill/Urban
20210917,10:06:12,31.24,48.68,26,9,Oil
20210917,10:11:24,48.28,36.82,7,4,Gas
20210917,18:14:36,-35.68,-58.76,24,9,Landfill/Urban
20210917,18:14:49,-34.75,-58.33,62,25,Landfill/Urban
20210917,20:15:40,33.19,-101.87,68,32,Oil
20210918,04:51:13,58.51,107.41,31,14,Oil
20210918,06:31:57,58.64,107.41,39,17,Oil
20210918,08:04:50,24.91,67.17,173,58,Landfill/Urban
20210918,08:11:00,49.76,72.61,12,4,Coal
20210918,17:56:00,-34.62,-58.79,99,37,Landfill/Urban
20210919,04:08:42,-21.35,147.52,27,12,Coal
20210919,07:50:13,40.88,68.93,69,23,Gas
20210919,09:29:47,37.15,62.05,74,29,Gas
20210919,09:33:47,51.18,57.92,32,11,Gas
20210919,12:54:16,40.3,-3.63,11,7,Landfill/Urban
20210919,19:37:44,31.21,-103.23,37,14,Oil
20210919,19:38:04,32.39,-101.92,45,23,Oil
20210920,03:49:24,-22.99,148.56,13,5,Coal
20210920,03:49:52,-21.47,148.4,37,12,Coal
20210920,05:46:41,30.92,104.37,54,22,Landfill/Urban
20210920,05:48:00,37.69,110.75,69,40,Coal
20210920,09:10:42,36.5,61.6,64,20,Oil
20210920,09:11:01,37.58,61.79,48,15,Gas
20210920,09:11:24,37.84,54.06,58,33,Oil
20210920,09:11:35,38.65,54.26,85,27,Oil
20210920,09:11:57,39.79,53.52,41,15,Oil
20210920,09:14:02,48.37,57.48,9,4,Oil
20210921,05:28:06,33.9,112.94,8,3,Coal
20210921,05:28:26,35.24,113.01,22,9,Coal
20210921,05:28:34,35.49,112.34,131,69,Coal
20210921,05:28:51,36.69,112.96,85,52,Coal
20210921,05:29:10,37.35,110.91,56,23,Coal
20210921,05:29:05,37.52,112.44,72,28,Coal
20210921,08:51:40,36.23,61.52,44,15,Oil
20210921,08:51:54,37.13,63.49,10,4,Gas
20210921,08:52:04,37.39,61.73,63,20,Gas
20210921,08:52:33,39.95,65.61,16,5,Gas
20210921,10:32:16,32.56,36.13,7,4,Landfill/Urban
20210921,20:45:56,50.17,-113.15,20,8,Oil
20210922,05:08:49,32.72,116.51,49,23,Coal
20210922,05:10:41,39.9,116.38,15,9,Landfill/Urban
20210922,05:16:13,60.02,123.49,374,188,Oil
20210922,08:33:15,36.61,61.53,47,17,Oil
20210922,08:33:59,41.15,68.95,71,31,Gas
20210922,08:34:30,38.69,54.43,60,31,Oil
20210922,08:36:54,50.21,59.05,76,26,Gas
20210922,08:37:00,50.68,59.16,67,21,Gas
20210922,10:12:32,31.44,49.52,25,9,Oil
20210922,10:13:45,34.67,42.24,23,9,Landfill/Urban
20210922,18:44:14,42.97,-96.23,23,8,Gas
20210923,04:33:46,-21.66,147.63,30,10,Coal
20210923,08:12:53,33.64,73.16,11,4,Landfill/Urban
20210923,08:14:46,37.91,63.44,28,10,Oil
20210923,08:15:07,40.92,68.36,45,17,Gas
20210923,08:15:07,41.1,69.05,19,10,Gas
20210923,09:53:41,31.22,48.72,16,6,Oil
20210923,11:19:17,-26.8,29.25,21,11,Coal
20210923,11:19:27,-26.13,29.43,17,12,Coal
20210923,20:01:49,29.01,-97.65,23,9,Oil
20210923,20:02:12,30.17,-92.5,55,25,Gas
20210923,20:02:42,32.13,-93.72,31,12,Gas
20210924,04:14:51,-21.88,147.57,26,9,Coal
20210924,04:34:08,45.76,131.05,24,12,Coal
20210924,07:56:33,41.28,68.61,23,14,Gas
20210924,07:58:36,49.78,72.49,24,10,Coal
20210924,09:35:05,31.36,48.88,31,20,Oil
20210924,09:36:41,38.82,54.24,43,13,Oil
20210924,09:37:00,39.87,53.75,122,48,Oil
20210924,17:43:35,-34.53,-58.67,36,14,Landfill/Urban
20210924,19:43:02,29.03,-98.38,19,8,Oil
20210925,03:55:39,-23.04,148.58,15,7,Coal
20210925,03:56:01,-21.91,148.06,18,6,Coal
20210925,03:56:06,-21.42,148.45,23,10,Coal
20210925,09:17:17,37.78,61.98,31,12,Landfill/Urban
20210925,10:57:13,32.05,35.96,14,4,Landfill/Urban
20210925,12:33:31,13.3,12.77,51,35,Unclassified
20210925,17:24:45,-34.59,-58.74,47,19,Landfill/Urban
20210925,19:24:52,32.21,-93.51,33,16,Gas
20210925,19:24:57,33.07,-89.16,9,6,Coal
20210925,19:24:58,33.16,-87.3,21,13,Gas
20210926,03:36:59,-22.95,148.53,21,7,Coal
20210926,03:37:21,-21.87,147.93,72,28,Coal
20210926,03:57:01,48.74,135.56,11,6,Gas
20210926,05:45:09,66.4,76.76,28,11,Oil
20210926,07:13:46,27.28,95.53,14,7,Gas
20210926,07:18:40,44.07,87.88,28,13,Coal
20210926,07:25:05,66.33,76.63,30,11,Oil
20210926,08:57:13,33.99,72.06,31,14,Landfill/Urban
20210926,08:58:15,37.08,63.09,69,34,Gas
20210926,08:58:42,38.92,63.45,23,10,Gas
20210926,08:58:58,39.97,63.72,23,14,Gas
20210926,19:08:52,41.42,-97.32,30,9,Gas
20210927,08:38:12,33.98,71.84,23,10,Landfill/Urban
20210927,08:40:14,40.19,63.5,7,3,Gas
20210927,11:44:15,-26.58,29.24,10,4,Coal
20210927,18:47:21,33.47,-87.17,17,10,Coal
20210927,18:47:31,35.39,-80.52,15,7,Landfill/Urban
20210928,05:04:48,63.64,112.39,59,30,Gas
20210928,06:36:13,27.19,95.11,31,20,Oil
20210928,06:46:53,62.07,70.77,61,27,Oil
20210928,08:21:00,36.39,61.79,40,13,Oil
20210928,08:20:58,38.38,65.91,9,4,Gas
20210928,08:21:23,38.31,61.11,16,5,Gas
20210928,08:21:37,40.23,63.44,17,8,Gas
20210928,10:01:41,37.74,54.0,76,34,Oil
20210928,18:28:32,33.95,-83.36,16,9,Landfill/Urban
20210928,18:30:49,42.1,-85.36,18,7,Landfill/Urban
20210929,04:39:29,37.94,114.58,59,26,Landfill/Urban
20210929,06:24:45,53.68,91.1,38,15,Coal
20210929,06:28:36,65.46,75.69,15,5,Oil
20210929,09:41:17,31.31,48.76,18,6,Oil
20210929,09:42:13,36.24,61.91,144,45,Oil
20210929,09:42:58,38.43,54.57,112,44,Oil
20210929,18:09:56,34.1,-83.22,14,8,Landfill/Urban
20210929,18:11:13,40.0,-80.28,37,19,Coal
20210930,09:22:36,31.03,49.12,43,15,Oil
20210930,09:23:16,36.37,61.58,93,29,Oil
20210930,12:40:24,15.65,17.41,146,46,Unclassified
20210930,17:52:34,39.75,-80.22,71,37,Coal
20211001,05:41:16,36.02,112.81,64,47,Coal
20211001,10:44:51,32.47,36.14,6,3,Landfill/Urban
20211001,10:49:10,47.72,32.14,22,9,Gas
20211001,10:49:30,49.32,36.17,28,12,Gas
20211001,17:34:08,39.95,-80.2,22,14,Coal
20211001,20:55:04,36.27,-119.9,18,6,Landfill/Urban
20211002,05:20:25,28.74,115.91,28,12,Coal
20211002,05:22:26,35.47,112.59,108,33,Coal
20211004,08:08:37,36.48,61.58,94,39,Oil
20211004,09:48:45,36.51,61.34,94,33,Oil
20211004,19:56:38,32.35,-101.8,14,8,Oil
20211004,19:59:00,40.35,-103.8,6,4,Gas
20211005,06:12:20,53.73,91.08,14,5,Coal
20211005,09:29:49,35.48,51.28,28,14,Gas
20211005,09:35:31,55.6,45.77,163,56,Gas
20211005,17:37:11,-34.96,-58.36,68,24,Landfill/Urban
20211006,03:46:42,-32.79,150.98,15,12,Coal
20211006,07:34:07,53.72,86.8,77,31,Coal
20211006,10:51:38,34.88,41.08,24,11,Oil
20211006,12:27:03,11.72,13.22,85,40,Unclassified
20211006,12:27:01,12.66,16.72,23,10,Unclassified
20211006,12:27:45,15.82,17.78,52,20,Unclassified
20211006,19:20:33,37.66,-100.28,56,17,Gas
20211007,03:50:13,45.27,131.23,18,9,Coal
20211007,03:50:27,45.87,130.17,32,16,Landfill/Urban
20211007,03:51:04,46.55,125.1,101,36,Landfill/Urban
20211007,08:50:25,32.27,74.78,41,19,Landfill/Urban
20211007,08:52:22,38.63,65.11,32,11,Gas
20211007,08:52:31,39.16,65.72,25,9,Gas
20211007,08:52:44,40.06,66.07,17,6,Gas
20211007,08:56:06,51.15,58.01,2,1,Landfill/Urban
20211007,08:59:38,63.67,53.84,67,41,Gas
20211007,10:32:46,34.89,40.77,32,11,Oil
20211007,10:38:05,53.66,41.21,23,11,Gas
20211007,13:55:21,33.59,-7.16,26,12,Landfill/Urban
20211008,05:12:42,47.18,125.23,74,25,Landfill/Urban
20211008,08:29:49,24.89,67.77,86,27,Landfill/Urban
20211008,08:31:06,30.55,71.38,15,7,Landfill/Urban
20211008,08:31:24,31.78,72.95,18,6,Landfill/Urban
20211008,08:31:18,31.55,74.3,85,33,Landfill/Urban
20211008,10:14:14,35.25,40.61,14,8,Oil
20211008,10:19:08,53.67,41.8,14,5,Gas
20211008,10:19:37,54.95,37.27,3,2,Gas
20211008,10:19:29,55.08,41.27,9,3,Gas
20211008,10:19:50,55.79,38.24,19,8,Landfill/Urban
20211008,13:36:31,33.46,-7.52,16,7,Landfill/Urban
20211008,13:38:11,40.32,-3.68,9,8,Landfill/Urban
20211009,04:33:53,-21.76,148.11,30,10,Coal
20211009,08:11:20,24.88,67.02,153,52,Landfill/Urban
20211009,08:11:28,28.56,77.7,59,24,Landfill/Urban
20211009,08:12:18,31.35,75.84,14,9,Landfill/Urban
20211009,08:17:28,49.77,72.65,10,3,Coal
20211009,09:54:52,35.38,51.44,49,22,Gas
20211009,09:55:21,34.82,41.19,11,4,Oil
20211009,09:55:44,38.64,54.26,45,14,Oil
