date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h,estimated_source_type
20210219,05:40:56,33.83,113.34,23,13,Coal
20210219,05:41:16,35.12,112.74,216,76,Coal
20210219,07:21:04,26.85,80.91,9,5,Landfill/Urban
20210219,20:55:21,36.42,-119.67,50,19,Landfill/Urban
20210220,05:22:07,33.83,113.44,36,13,Coal
20210220,05:22:55,34.95,107.79,19,8,Coal
20210220,08:42:27,24.9,67.19,43,14,Landfill/Urban
20210220,08:43:10,28.59,77.43,101,41,Landfill/Urban
20210220,18:53:51,33.26,-87.63,16,10,Gas
20210220,18:54:08,33.17,-91.99,28,12,Gas
20210220,20:34:26,31.34,-103.25,42,23,Oil
20210220,20:34:38,32.25,-104.37,126,52,Gas
20210221,06:38:51,13.73,99.94,26,15,Landfill/Urban
20210221,06:42:44,27.5,95.33,19,8,Oil
20210221,08:24:14,28.35,77.73,40,22,Landfill/Urban
20210221,08:25:03,31.21,74.63,115,48,Landfill/Urban
20210221,08:28:53,42.2,59.85,102,57,Gas
20210221,18:14:51,-35.42,-58.33,57,23,Landfill/Urban
20210221,20:12:26,20.4,-97.37,21,13,Gas
20210221,20:12:36,20.74,-102.92,19,6,Landfill/Urban
20210221,20:15:37,31.79,-101.69,31,11,Oil
20210222,06:24:04,27.22,95.2,33,15,Oil
20210222,08:02:33,18.68,79.59,52,22,Coal
20210222,08:04:00,22.3,73.21,6,3,Oil
20210222,08:04:42,26.41,80.88,33,23,Landfill/Urban
20210222,08:05:17,25.05,67.09,126,39,Landfill/Urban
20210222,08:06:17,31.48,74.42,11,4,Landfill/Urban
20210222,11:34:28,49.96,18.66,21,11,Coal
20210222,19:53:57,20.57,-103.16,15,7,Landfill/Urban
20210222,19:55:52,29.06,-97.82,19,8,Oil
20210222,19:56:52,32.31,-101.16,53,25,Oil
20210222,19:56:53,32.16,-101.98,71,24,Oil
20210222,19:57:01,31.96,-104.22,82,32,Gas
20210222,21:39:17,36.27,-119.69,26,8,Landfill/Urban
20210223,06:07:14,37.38,106.64,18,9,Oil
20210223,07:43:37,17.51,78.56,29,10,Landfill/Urban
20210223,07:43:49,18.57,79.75,53,21,Coal
20210223,07:44:19,21.09,81.64,7,5,Landfill/Urban
20210223,07:44:26,22.46,87.39,17,10,Landfill/Urban
20210223,07:44:41,23.09,87.78,32,17,Landfill/Urban
20210223,07:44:40,23.47,90.82,86,36,Landfill/Urban
20210223,07:45:39,22.98,72.56,36,20,Oil
20210223,07:46:12,26.72,76.11,14,7,Landfill/Urban
20210223,07:46:14,27.31,78.2,11,4,Landfill/Urban
20210223,09:29:56,36.46,61.94,17,8,Oil
20210223,11:12:55,41.29,28.45,10,7,Landfill/Urban
20210223,19:37:12,29.56,-97.73,57,23,Oil
20210223,19:38:20,33.08,-100.07,133,46,Oil
20210224,07:25:21,18.53,79.71,44,18,Coal
20210224,07:25:21,22.32,91.87,67,23,Landfill/Urban
20210224,07:25:41,21.38,82.02,15,8,Landfill/Urban
20210224,07:25:51,23.21,88.6,36,15,Landfill/Urban
20210224,07:25:49,23.9,90.6,82,33,Landfill/Urban
20210224,07:25:51,23.86,89.84,84,43,Landfill/Urban
20210224,07:28:00,28.75,77.44,105,43,Landfill/Urban
20210224,09:07:33,24.86,67.24,151,48,Landfill/Urban
20210224,21:01:32,36.41,-119.58,117,37,Landfill/Urban
20210225,07:06:55,23.11,89.72,40,18,Landfill/Urban
20210225,07:07:16,23.69,86.87,38,37,Coal
20210225,07:07:19,24.68,90.29,114,46,Landfill/Urban
20210225,08:47:43,22.09,73.3,49,26,Oil
20210225,08:48:41,24.87,67.06,95,31,Landfill/Urban
20210225,10:33:22,36.47,42.34,4,2,Oil
20210225,12:12:36,28.77,20.93,42,13,Oil
20210225,19:01:46,39.85,-80.31,30,10,Coal
20210226,06:48:29,24.2,90.46,161,91,Landfill/Urban
20210226,08:27:30,18.08,79.27,23,10,Landfill/Urban
20210226,08:27:22,17.45,78.65,18,12,Landfill/Urban
20210226,08:27:58,18.89,72.92,46,18,Gas
20210226,08:28:53,22.33,73.17,25,10,Oil
20210226,08:29:51,24.89,68.22,100,36,Oil
20210226,08:30:34,28.65,77.44,50,33,Landfill/Urban
20210226,10:14:20,34.49,37.46,9,10,Gas
20210226,18:21:18,-34.68,-58.51,69,25,Landfill/Urban
20210227,19:59:29,19.24,-98.96,23,11,Landfill/Urban
20210227,20:00:06,20.57,-103.16,18,6,Landfill/Urban
20210228,07:51:17,24.5,90.6,188,88,Landfill/Urban
20210228,07:52:05,26.16,80.64,7,4,Landfill/Urban
20210228,07:52:24,27.24,77.88,23,9,Landfill/Urban
20210228,07:56:45,41.09,68.75,37,19,Gas
20210228,09:36:40,37.7,53.95,28,10,Oil
20210228,09:36:57,38.51,53.99,58,35,Oil
20210228,12:52:26,12.88,14.7,88,33,Unclassified
20210228,19:40:08,18.16,-94.17,27,18,Gas
20210301,07:32:14,24.21,90.71,72,34,Landfill/Urban
20210301,07:34:07,28.23,77.41,118,45,Landfill/Urban
20210301,07:35:14,31.39,74.34,172,85,Landfill/Urban
20210301,07:43:18,58.69,59.01,7,4,Gas
20210301,09:13:56,25.13,66.75,24,12,Landfill/Urban
20210301,09:18:09,38.41,54.1,157,52,Oil
20210301,09:18:15,40.09,61.17,11,6,Oil
20210301,09:23:30,58.5,58.88,14,11,Gas
20210301,19:21:21,17.9,-94.42,17,13,Landfill/Urban
20210301,21:07:38,35.9,-119.36,61,35,Landfill/Urban
20210302,05:34:14,32.89,116.76,24,12,Coal
20210302,05:34:39,34.0,113.57,21,7,Coal
20210302,05:35:08,35.62,112.29,73,29,Coal
20210302,07:12:45,22.29,91.85,47,19,Landfill/Urban
20210302,07:13:05,22.71,88.25,23,9,Gas
20210302,07:13:12,23.65,90.58,128,51,Landfill/Urban
20210302,08:54:12,22.98,72.51,27,10,Oil
20210302,08:54:57,24.88,67.0,168,75,Landfill/Urban
20210302,08:56:27,30.55,71.87,25,9,Landfill/Urban
20210302,19:07:06,31.71,-101.68,30,11,Oil
20210302,19:08:04,39.84,-80.3,19,8,Coal
20210302,20:49:02,36.35,-119.59,28,18,Landfill/Urban
20210303,05:16:23,35.57,112.71,76,25,Coal
20210303,05:16:34,36.37,112.84,59,22,Coal
20210303,05:16:51,37.19,111.68,78,27,Coal
20210303,06:54:04,22.37,91.86,36,18,Landfill/Urban
20210303,06:54:32,23.39,90.14,77,55,Landfill/Urban
20210303,06:54:34,23.65,90.57,139,75,Landfill/Urban
20210303,08:33:38,17.28,78.25,20,18,Landfill/Urban
20210303,08:34:18,19.28,72.83,27,13,Gas
20210303,08:35:17,22.99,72.44,15,5,Oil
20210303,08:36:03,24.83,68.5,54,18,Oil
20210303,08:36:12,24.92,67.03,59,30,Landfill/Urban
20210303,08:36:21,25.94,68.57,10,6,Landfill/Urban
20210303,08:36:51,28.45,77.96,149,62,Landfill/Urban
20210303,08:37:48,31.48,74.42,75,37,Landfill/Urban
20210303,08:37:43,31.41,73.07,63,30,Landfill/Urban
20210303,08:38:17,33.44,72.73,15,7,Landfill/Urban
20210303,08:39:42,36.7,61.76,35,18,Oil
20210303,08:40:10,39.02,63.58,10,7,Gas
20210303,08:40:06,37.72,60.72,36,13,Gas
20210304,06:36:07,24.13,90.45,286,112,Landfill/Urban
20210304,08:14:51,17.62,78.19,30,11,Landfill/Urban
20210304,08:15:41,21.18,83.33,10,8,Landfill/Urban
20210304,08:16:35,23.14,72.66,63,31,Oil
20210304,08:17:00,25.12,75.83,11,5,Gas
20210304,08:17:13,26.47,80.35,28,12,Landfill/Urban
20210304,08:17:34,24.86,67.14,109,39,Landfill/Urban
20210304,08:17:58,28.87,76.96,54,31,Landfill/Urban
20210304,08:18:02,28.42,72.59,20,8,Gas
20210304,08:18:30,30.15,71.49,27,11,Landfill/Urban
20210304,08:18:52,31.6,73.8,38,14,Landfill/Urban
20210304,08:19:37,34.02,71.78,13,5,Landfill/Urban
20210305,07:56:56,19.11,72.77,49,35,Gas
20210305,07:58:00,22.98,72.49,34,19,Oil
20210305,07:58:23,26.82,81.31,55,22,Landfill/Urban
20210305,07:58:50,27.91,78.31,50,20,Landfill/Urban
20210305,07:59:56,30.18,71.45,20,6,Landfill/Urban
20210305,08:00:02,31.51,74.36,52,18,Landfill/Urban
20210305,08:00:05,31.27,73.54,39,14,Landfill/Urban
20210305,08:00:15,32.12,74.08,22,8,Landfill/Urban
20210305,19:47:11,20.31,-97.39,13,6,Gas
20210306,07:37:25,17.5,78.71,14,9,Landfill/Urban
20210306,07:40:24,28.59,77.44,69,29,Landfill/Urban
20210306,09:20:19,24.96,67.11,196,63,Landfill/Urban
20210306,09:25:47,43.71,52.87,61,19,Oil
20210306,17:31:21,-34.56,-58.35,86,38,Landfill/Urban
20210306,19:32:01,31.33,-103.47,71,26,Oil
20210307,05:41:25,35.68,112.5,74,26,Coal
20210307,05:42:00,37.87,113.71,87,26,Coal
20210307,07:19:20,22.72,88.16,12,7,Gas
20210307,07:19:13,22.43,87.65,16,14,Landfill/Urban
20210307,07:19:45,23.87,86.51,18,8,Coal
20210307,09:01:15,24.92,67.13,136,43,Landfill/Urban
20210307,09:04:58,37.55,60.53,36,13,Gas
20210307,09:05:00,37.64,61.81,55,20,Gas
20210307,09:05:48,40.67,60.83,53,17,Gas
20210307,12:25:16,28.85,21.0,31,11,Oil
20210307,17:12:34,-34.58,-58.36,117,44,Landfill/Urban
20210307,19:12:43,32.32,-94.35,30,17,Gas
20210307,19:14:26,39.8,-80.8,24,10,Coal
20210308,06:59:54,21.65,94.6,6,4,Landfill/Urban
20210308,07:01:09,23.91,86.47,21,8,Coal
20210308,08:41:38,22.95,72.52,43,19,Oil
20210308,08:42:26,24.92,67.04,87,29,Landfill/Urban
20210308,08:53:22,63.67,56.05,76,36,Gas
20210308,12:01:16,9.89,18.71,10,4,Unclassified
20210308,18:53:02,30.74,-86.34,64,31,Landfill/Urban
20210308,18:53:48,33.39,-87.34,18,13,Coal
20210308,18:54:08,32.62,-93.83,26,13,Gas
20210308,20:36:30,36.4,-119.29,68,26,Landfill/Urban
20210309,18:15:10,-34.32,-59.02,25,10,Landfill/Urban
20210309,18:15:40,-32.86,-61.11,46,15,Landfill/Urban
20210310,08:02:23,18.06,78.29,21,10,Landfill/Urban
20210310,08:03:06,21.27,83.74,34,15,Landfill/Urban
20210310,08:03:56,22.12,72.63,17,6,Oil
20210310,08:04:17,23.3,72.61,29,15,Oil
20210310,08:04:43,26.93,80.77,13,8,Landfill/Urban
20210310,08:05:14,24.93,67.14,71,27,Landfill/Urban
20210310,08:05:17,28.77,77.17,25,17,Landfill/Urban
20210310,08:14:48,61.44,63.47,15,6,Landfill/Urban
20210310,19:57:01,31.61,-107.19,181,72,Gas
20210311,06:06:57,36.67,109.7,16,6,Coal
20210311,06:07:12,37.62,110.91,34,12,Coal
20210311,07:44:47,23.78,86.61,14,9,Coal
20210311,07:45:47,26.44,80.46,26,17,Landfill/Urban
20210311,07:45:48,26.81,81.18,13,11,Landfill/Urban
20210311,07:56:45,63.58,59.88,10,4,Gas
20210312,04:09:17,45.96,130.75,7,3,Coal
20210312,04:09:50,46.71,125.42,17,6,Landfill/Urban
20210312,10:48:12,21.68,39.36,34,13,Landfill/Urban
20210313,05:29:24,37.38,110.94,70,22,Coal
20210313,05:29:31,37.7,110.55,68,22,Coal
20210313,07:07:42,27.31,95.24,37,13,Oil
20210313,08:47:56,22.7,72.69,11,4,Oil
20210313,10:27:25,15.53,45.98,12,4,Oil
20210313,10:32:19,31.76,36.31,14,8,Landfill/Urban
20210313,19:03:19,44.8,-90.9,80,39,Landfill/Urban
20210314,06:48:15,23.56,90.66,292,126,Landfill/Urban
20210314,06:48:23,23.96,90.42,73,35,Landfill/Urban
20210314,08:28:53,22.42,73.31,18,9,Oil
20210314,08:29:03,22.96,72.59,18,9,Oil
20210314,11:38:15,-26.6,29.11,13,6,Coal
20210314,20:18:49,20.71,-102.9,31,10,Landfill/Urban
20210315,08:07:11,13.02,80.23,26,11,Gas
20210315,08:08:32,17.55,78.56,42,14,Landfill/Urban
20210315,20:02:01,28.84,-97.85,20,9,Oil
20210316,07:49:53,17.78,78.39,15,5,Landfill/Urban
20210316,07:49:44,17.29,78.69,13,4,Landfill/Urban
20210316,07:49:45,17.51,78.55,21,10,Landfill/Urban
20210316,07:51:08,23.35,87.46,41,20,Coal
20210316,07:51:08,24.16,90.04,147,52,Landfill/Urban
20210316,07:51:36,25.67,89.01,26,13,Landfill/Urban
20210316,19:44:16,31.47,-103.44,76,27,Oil
20210316,19:44:38,33.53,-101.53,68,27,Oil
20210317,07:31:56,23.44,90.67,66,20,Landfill/Urban
20210317,07:32:09,23.72,86.83,36,18,Coal
20210317,07:32:07,24.06,90.22,160,58,Landfill/Urban
20210318,10:33:46,15.57,45.77,17,6,Oil
20210319,08:35:23,23.04,72.36,21,14,Oil
20210319,08:40:56,39.37,55.22,75,26,Gas
20210319,10:14:55,15.58,45.87,21,7,Oil
20210320,08:14:33,16.74,79.35,14,5,Landfill/Urban
20210320,08:16:19,22.25,73.21,5,2,Oil
20210320,08:17:51,28.67,77.3,77,26,Landfill/Urban
20210320,08:18:40,31.38,74.94,57,18,Landfill/Urban
20210320,09:56:19,15.7,45.75,11,4,Oil
20210321,07:54:53,12.97,77.4,12,6,Landfill/Urban
20210321,07:56:00,17.54,78.58,9,4,Landfill/Urban
20210321,07:56:55,19.13,72.93,37,28,Gas
20210321,07:58:22,27.01,81.1,40,18,Landfill/Urban
20210321,07:58:17,26.66,80.78,15,6,Landfill/Urban
20210321,09:43:54,40.94,60.18,49,22,Gas
20210321,18:11:21,39.88,-80.27,43,21,Coal
20210322,07:38:11,22.98,87.65,28,15,Landfill/Urban
20210322,07:38:13,23.39,90.13,152,63,Landfill/Urban
20210322,17:52:44,39.91,-80.36,38,23,Coal
20210323,05:41:27,36.15,112.81,96,38,Coal
20210323,05:41:45,36.6,109.67,35,11,Oil
20210323,05:41:52,37.84,114.86,61,25,Landfill/Urban
20210323,07:19:28,23.84,89.83,201,87,Landfill/Urban
20210323,09:00:37,23.01,72.62,33,22,Oil
20210323,09:01:11,24.93,67.15,65,37,Landfill/Urban
20210323,19:13:09,31.55,-101.4,81,36,Oil
20210324,07:01:24,27.34,95.3,29,12,Oil
20210324,08:41:20,21.86,72.68,11,4,Oil
20210324,12:08:00,31.63,5.87,20,11,Gas
20210325,05:02:03,30.7,120.19,9,4,Landfill/Urban
20210325,08:25:02,31.39,73.18,21,9,Landfill/Urban
20210325,08:32:35,56.49,57.21,59,26,Oil
20210325,10:12:54,53.85,42.15,20,9,Gas
20210325,13:29:29,31.57,6.09,37,16,Gas
20210325,13:30:20,33.49,-7.53,23,10,Landfill/Urban
20210325,13:32:00,40.5,-3.62,46,17,Landfill/Urban
20210326,08:04:49,26.83,76.28,28,12,Landfill/Urban
20210326,08:05:15,28.53,77.56,71,25,Landfill/Urban
20210326,19:53:23,20.37,-97.4,17,6,Gas
20210326,19:56:39,32.56,-94.11,37,21,Gas
20210326,19:57:03,33.89,-100.84,47,17,Oil
20210327,06:12:23,53.73,91.03,35,11,Coal
20210327,07:44:37,23.6,89.7,165,94,Landfill/Urban
20210327,07:44:46,24.11,90.38,62,41,Landfill/Urban
20210327,07:45:34,22.86,72.4,33,14,Oil
20210327,07:45:48,26.61,80.65,29,13,Landfill/Urban
20210327,07:55:32,58.47,59.47,19,10,Gas
20210327,07:55:29,57.79,58.11,37,20,Landfill/Urban
20210327,19:33:42,18.25,-93.91,32,19,Gas
20210327,19:34:39,20.38,-97.22,18,13,Gas
20210327,19:37:47,31.32,-101.69,89,30,Oil
20210327,21:20:20,36.51,-119.73,17,14,Landfill/Urban
20210328,07:25:49,23.61,87.22,19,8,Coal
20210328,07:25:33,23.37,89.66,63,28,Landfill/Urban
20210328,07:25:46,24.01,90.25,27,17,Landfill/Urban
20210328,07:26:13,25.41,88.62,21,11,Landfill/Urban
20210328,07:26:33,26.08,86.15,11,5,Landfill/Urban
20210328,09:07:28,24.9,67.25,196,65,Landfill/Urban
20210328,19:15:05,17.95,-94.08,27,9,Gas
20210328,21:01:27,36.4,-119.63,22,14,Landfill/Urban
20210329,08:47:52,23.01,72.64,41,21,Oil
20210329,08:48:35,25.16,68.86,95,30,Oil
20210329,18:59:38,31.44,-89.69,15,8,Gas
20210329,18:59:58,33.38,-87.24,21,11,Gas
20210329,20:42:46,36.54,-119.48,95,44,Landfill/Urban
20210330,08:27:21,17.63,79.52,62,38,Coal
20210330,08:27:57,19.16,73.09,63,21,Gas
20210330,08:29:00,23.12,72.79,48,18,Oil
20210330,08:31:16,31.26,74.38,106,38,Landfill/Urban
20210330,08:31:18,31.4,73.12,19,7,Landfill/Urban
20210330,10:14:16,35.1,40.71,14,6,Oil
20210330,18:21:26,-34.54,-58.54,89,29,Landfill/Urban
20210331,08:09:10,19.18,73.09,51,17,Gas
20210331,08:11:09,26.9,75.87,25,8,Landfill/Urban
20210331,08:12:30,31.42,73.35,77,37,Landfill/Urban
20210331,11:40:43,50.33,18.96,38,12,Coal
20210331,20:04:04,36.01,-102.02,10,5,Gas
20210401,09:40:15,49.41,43.98,24,8,Gas
20210401,09:40:31,50.26,43.3,267,87,Landfill/Urban
20210401,19:44:25,32.51,-101.87,47,16,Oil
20210401,19:45:20,36.66,-99.77,32,11,Gas
20210401,21:26:51,37.32,-120.85,20,8,Landfill/Urban
20210402,07:32:25,25.25,88.74,172,75,Landfill/Urban
20210402,09:13:49,24.97,66.81,81,34,Landfill/Urban
20210403,08:53:06,19.21,73.14,60,23,Gas
20210403,08:54:14,22.99,72.39,23,7,Oil
20210403,08:54:51,24.94,67.01,51,16,Landfill/Urban
20210403,08:56:35,31.51,74.31,90,45,Landfill/Urban
20210403,08:58:36,37.69,61.59,30,19,Gas
20210403,10:33:39,15.55,45.79,15,5,Oil
20210404,07:02:41,54.03,87.16,37,22,Coal
20210404,08:34:11,19.19,73.03,34,11,Gas
20210404,08:34:47,21.24,73.11,10,5,Oil
20210404,08:35:13,22.97,72.39,19,10,Oil
20210404,08:36:45,28.48,77.79,73,31,Landfill/Urban
20210404,18:47:28,33.34,-87.34,9,4,Coal
20210405,08:16:00,21.24,72.81,26,15,Gas
20210405,08:16:24,22.77,72.4,34,14,Oil
20210405,08:17:28,24.98,67.54,157,51,Landfill/Urban
20210405,10:01:12,35.43,51.22,45,30,Gas
20210405,13:25:39,40.29,-3.58,8,3,Landfill/Urban
20210405,18:28:50,33.42,-87.2,24,11,Coal
20210405,18:29:24,37.16,-82.3,13,7,Coal
20210406,07:57:44,22.32,73.24,15,6,Oil
20210406,07:57:49,22.77,72.72,15,8,Oil
20210406,08:02:48,40.98,68.57,46,26,Gas
20210406,12:58:40,12.25,13.13,81,33,Unclassified
20210406,13:06:54,40.25,-3.62,20,8,Landfill/Urban
20210406,19:55:55,50.81,-109.89,70,27,Gas
20210407,09:23:47,37.82,61.73,33,25,Gas
20210407,09:24:27,39.81,56.27,42,17,Oil
20210407,09:24:20,39.68,60.22,29,9,Gas
20210407,09:29:13,55.23,43.94,56,26,Landfill/Urban
20210407,19:31:41,31.67,-101.89,57,24,Oil
20210408,19:08:53,18.29,-93.58,27,17,Oil
20210408,19:13:09,35.06,-91.92,96,54,Gas
20210409,08:41:27,22.68,72.15,18,6,Gas
20210409,08:41:01,21.3,72.91,21,12,Gas
20210409,08:43:35,30.75,73.16,27,9,Landfill/Urban
20210409,08:43:54,31.47,74.39,80,31,Landfill/Urban
20210409,08:46:41,40.26,63.7,19,7,Gas
20210409,20:36:51,37.33,-120.9,25,11,Landfill/Urban
20210410,08:20:45,17.08,81.79,49,17,Gas
20210410,08:22:42,22.82,72.38,17,6,Oil
20210410,08:24:00,28.52,77.26,51,17,Landfill/Urban
20210410,08:27:26,38.89,64.76,11,6,Gas
20210410,08:27:50,41.3,69.18,13,8,Gas
20210410,11:31:58,-26.48,29.2,13,8,Coal
20210410,20:15:21,31.38,-102.1,9,3,Oil
20210410,20:15:32,32.25,-101.76,10,3,Oil
20210411,04:48:31,51.31,128.67,35,13,Landfill/Urban
20210411,04:51:10,58.2,107.3,32,16,Oil
20210411,08:04:58,27.86,78.21,42,20,Landfill/Urban
20210411,08:08:51,37.59,61.96,77,28,Landfill/Urban
20210411,19:56:28,32.19,-93.51,14,12,Gas
20210412,09:30:31,38.64,54.24,34,16,Oil
20210412,12:34:33,-26.64,28.86,16,6,Coal
20210412,17:37:19,-34.51,-58.59,70,22,Landfill/Urban
20210412,17:37:24,-34.24,-57.63,24,9,Landfill/Urban
20210412,19:33:42,18.28,-93.96,19,8,Gas
20210413,09:07:24,24.91,67.16,111,42,Landfill/Urban
20210413,09:10:48,36.63,61.74,49,18,Oil
20210413,09:11:05,37.75,63.02,6,4,Gas
20210413,09:11:04,37.69,60.89,34,12,Oil
20210413,09:11:43,39.82,60.48,11,4,Gas
20210413,09:15:43,49.91,42.26,101,46,Gas
20210413,17:18:39,-34.62,-58.3,81,29,Landfill/Urban
20210413,19:19:06,33.56,-93.53,25,9,Gas
20210413,21:01:23,36.32,-119.42,43,19,Landfill/Urban
20210413,21:01:39,37.2,-121.12,69,29,Landfill/Urban
20210414,03:30:19,-24.61,150.01,6,4,Gas
20210414,08:48:30,25.01,67.67,81,37,Landfill/Urban
20210414,08:52:04,36.71,60.81,18,8,Gas
20210414,08:53:00,40.02,60.99,13,5,Gas
20210414,08:53:29,41.7,59.38,34,15,Gas
20210414,08:55:51,50.1,57.77,43,17,Landfill/Urban
20210414,18:39:47,-35.59,-59.36,122,44,Landfill/Urban
20210414,20:42:40,36.4,-119.3,35,13,Landfill/Urban
20210415,08:28:30,21.1,72.86,26,14,Gas
20210415,08:28:58,23.01,72.62,29,13,Oil
20210415,08:33:36,37.62,62.05,15,5,Landfill/Urban
20210415,08:33:43,38.96,63.76,11,6,Gas
20210415,08:34:06,40.24,63.56,41,14,Gas
20210415,08:36:53,51.51,75.93,20,7,Coal
20210415,08:38:36,55.67,55.68,31,13,Gas
20210416,08:09:40,20.97,72.82,25,13,Gas
20210416,08:14:49,36.53,61.64,101,31,Oil
20210416,08:15:02,40.09,68.08,33,13,Gas
20210416,08:17:26,49.75,72.6,9,3,Coal
20210416,08:17:30,50.07,72.25,11,4,Coal
20210416,08:17:58,51.61,75.55,16,6,Coal
20210416,11:29:11,9.96,29.32,80,43,Unclassified
20210416,18:02:28,-34.54,-58.73,79,27,Landfill/Urban
20210416,19:59:55,20.71,-102.99,19,6,Landfill/Urban
20210416,20:09:01,53.19,-109.44,10,6,Oil
20210417,09:36:47,38.74,53.98,55,39,Oil
20210417,09:40:28,51.92,54.49,27,12,Oil
20210418,04:16:06,47.12,125.34,58,20,Landfill/Urban
20210418,05:54:15,37.14,111.91,68,34,Coal
20210418,07:39:52,50.16,72.8,25,12,Coal
20210418,09:13:40,24.94,68.57,58,25,Oil
20210418,09:17:03,36.54,61.63,15,7,Oil
20210418,12:38:47,31.3,6.34,19,9,Gas
20210419,05:34:35,34.49,113.41,32,11,Coal
20210419,05:35:00,35.71,112.48,150,47,Coal
20210419,05:35:05,36.24,113.14,71,28,Coal
20210419,08:58:41,38.55,62.65,7,3,Oil
20210419,10:45:37,58.02,38.22,138,52,Gas
20210419,12:03:14,-25.68,28.98,19,12,Coal
20210419,20:48:50,36.36,-119.44,66,36,Landfill/Urban
20210420,18:46:51,30.68,-89.71,37,18,Gas
20210421,08:19:26,34.07,71.66,24,17,Landfill/Urban
20210421,08:21:45,40.18,61.98,46,15,Gas
20210421,20:06:55,24.3,-97.97,110,37,Gas
20210421,20:09:55,34.9,-97.7,24,12,Gas
20210422,18:10:01,34.81,-81.78,23,14,Landfill/Urban
20210422,21:33:05,37.34,-120.93,39,13,Landfill/Urban
20210423,07:44:08,41.02,69.14,27,14,Gas
20210423,07:46:25,51.65,74.94,35,11,Landfill/Urban
20210423,21:14:10,37.42,-120.72,40,17,Landfill/Urban
20210424,07:19:17,23.77,90.49,222,148,Landfill/Urban
20210424,07:27:44,51.8,75.06,48,15,Coal
20210424,09:05:54,40.45,53.68,39,13,Gas
20210425,07:01:10,27.04,95.17,22,7,Oil
20210425,08:43:49,31.41,74.1,42,17,Landfill/Urban
20210425,08:44:26,33.7,73.02,43,17,Landfill/Urban
20210425,11:50:33,-26.67,28.62,25,10,Landfill/Urban
20210426,08:23:58,28.57,77.39,63,24,Landfill/Urban
20210426,08:24:53,31.58,74.42,92,34,Landfill/Urban
20210426,08:27:14,38.25,64.31,86,34,Gas
20210426,08:27:28,37.56,62.0,60,23,Landfill/Urban
20210426,08:27:14,38.38,65.29,23,17,Gas
20210426,08:27:44,41.34,69.11,28,12,Gas
20210426,11:31:53,-26.45,29.33,30,10,Coal
20210426,18:34:56,33.52,-87.18,14,8,Coal
20210426,18:34:56,35.33,-80.73,2,1,Landfill/Urban
20210426,18:35:33,37.1,-82.42,13,7,Coal
20210426,18:36:12,39.81,-80.73,13,10,Coal
20210427,08:04:25,26.71,81.17,27,9,Landfill/Urban
20210427,08:05:10,28.97,78.52,28,14,Landfill/Urban
20210427,08:08:42,38.55,64.56,62,21,Gas
20210427,08:08:37,40.76,72.38,20,8,Gas
20210427,08:08:46,37.68,61.95,26,11,Landfill/Urban
20210427,08:08:56,41.08,69.1,35,17,Gas
20210427,11:34:22,50.22,18.72,31,11,Coal
20210428,09:29:53,37.38,62.74,31,10,Gas
20210428,09:30:42,40.3,63.05,19,7,Gas
20210428,12:51:35,32.39,6.29,68,23,Gas
20210429,07:25:37,24.14,90.71,41,18,Landfill/Urban
20210429,07:25:50,24.95,91.78,10,4,Oil
20210429,09:07:19,24.97,67.06,40,29,Landfill/Urban
20210429,17:18:29,-34.89,-58.36,69,28,Landfill/Urban
20210430,07:12:46,45.03,84.91,13,5,Oil
20210430,08:52:58,38.45,54.21,46,16,Oil
20210501,05:08:55,32.92,116.36,16,7,Coal
20210501,08:34:40,41.8,60.45,36,12,Gas
20210501,10:16:45,45.23,39.41,14,5,Landfill/Urban
20210501,18:21:04,-34.96,-58.3,67,36,Landfill/Urban
20210501,18:42:25,39.52,-80.11,90,41,Coal
20210502,08:14:53,40.8,72.29,8,3,Gas
20210502,08:15:05,40.72,68.93,18,6,Gas
20210503,19:40:43,20.3,-97.42,21,8,Gas
20210503,19:43:44,31.02,-101.09,115,37,Gas
20210504,09:13:35,24.92,67.02,64,23,Landfill/Urban
20210504,09:19:18,44.15,52.6,38,21,Gas
20210504,21:07:28,36.53,-119.37,45,16,Landfill/Urban
20210505,05:34:16,33.86,113.38,39,17,Coal
20210505,05:34:49,35.58,112.63,122,45,Coal
20210505,05:35:20,36.91,109.95,42,14,Coal
20210505,05:35:09,36.89,112.48,52,18,Coal
20210505,05:35:26,38.03,113.41,80,29,Coal
20210505,10:36:00,24.76,47.02,26,11,Landfill/Urban
20210505,10:42:42,48.15,38.23,20,8,Gas
20210505,10:42:48,48.52,37.85,20,8,Gas
20210505,12:03:00,-26.54,29.27,17,11,Coal
20210505,12:03:02,-26.28,29.64,12,6,Coal
20210506,07:02:20,53.74,91.09,23,7,Coal
20210506,07:02:30,53.98,87.48,72,28,Coal
20210506,07:02:42,54.52,86.51,71,52,Coal
20210506,13:42:30,33.35,-7.55,16,9,Landfill/Urban
20210506,18:46:53,31.41,-89.06,43,23,Gas
20210506,18:47:43,32.13,-93.78,42,27,Gas
20210506,20:27:47,30.62,-103.06,65,30,Gas
20210507,08:18:36,31.9,74.38,22,8,Landfill/Urban
20210507,18:08:36,-34.58,-58.7,55,26,Landfill/Urban
20210508,08:05:20,52.25,74.69,39,12,Gas
20210509,07:49:58,64.3,68.41,12,7,Gas
20210509,09:24:04,38.65,54.26,63,20,Oil
