"","country","latitude","longitude","primary_fuel"
"16516","JPN",34.4789,133.4416,"Coal"
"16521","JPN",35.3421,139.8319,"Gas"
"16525","JPN",33.86,135.1531,"Oil"
"16526","JPN",35.547,140.0724,"Gas"
"16529","JPN",26.3799,127.8757,"Coal"
"16533","JPN",40.568,141.4785,"Coal"
"16534","JPN",40.5353,141.5019,"Oil"
"16541","JPN",37.666,141.0165,"Coal"
"16544","JPN",34.8352,136.9609,"Coal"
"16547","JPN",37.9963,139.2373,"Gas"
"16548","JPN",35.4954,139.745,"Gas"
"16553","JPN",34.7734,134.694,"Gas"
"16554","JPN",34.7734,134.694,"Gas"
"16559","JPN",34.7854,134.6214,"Coal"
"16561","JPN",37.2351,141.0162,"Oil"
"16563","JPN",36.4368,140.6138,"Coal"
"16588","JPN",26.4307,127.8419,"Coal"
"16590","JPN",35.4036,139.6419,"Coal"
"16592","JPN",37.0151,137.7913,"Coal"
"16601","JPN",33.8572,134.6514,"Coal"
"16609","JPN",34.152,135.1876,"Oil"
"16611","JPN",39.2688,141.8766,"Coal"
"16618","JPN",35.4211,137.0224,"Oil"
"16621","JPN",38.2681,141.0092,"Coal"
"16623","JPN",35.9409,140.6888,"Oil"
"16624","JPN",35.903,140.6878,"Oil"
"16625","JPN",35.9414,140.6888,"Gas"
"16628","JPN",35.0076,136.689,"Gas"
"16630","JPN",35.5123,139.7626,"Gas"
"16633","JPN",35.5121,139.7625,"Gas"
"16640","JPN",35.3619,139.8651,"Gas"
"16641","JPN",26.446,127.9214,"Coal"
"16656","JPN",34.7032,135.24,"Coal"
"16676","JPN",35.527,135.342,"Coal"
"16685","JPN",32.9409,129.5969,"Coal"
"16686","JPN",33.3552,129.6925,"Coal"
"16687","JPN",33.3552,129.6925,"Coal"
"16700","JPN",33.0086,130.4206,"Coal"
"16704","JPN",35.4042,139.637,"Gas"
"16711","JPN",33.9898,133.5516,"Oil"
"16712","JPN",34.7797,131.9215,"Coal"
"16720","JPN",34.5099,133.7458,"Coal"
"16726","JPN",42.3507,140.993,"Coal"
"16731","JPN",35.0659,136.8778,"Coal"
"16732","JPN",35.0659,136.8775,"Coal"
"16733","JPN",43.422,141.8439,"Coal"
"16736","JPN",36.9128,140.8128,"Coal"
"16738","JPN",37.0664,137.004,"Coal"
"16739","JPN",34.6177,135.4048,"Gas"
"16740","JPN",34.0543,131.7578,"Coal"
"16750","JPN",37.9963,139.2373,"Gas"
"16751","JPN",33.9545,133.2491,"Coal"
"16753","JPN",35.0326,136.8303,"Oil"
"16759","JPN",40.1912,139.9911,"Coal"
"16761","JPN",33.9346,133.1149,"Coal"
"16768","JPN",35.4954,139.745,"Gas"
"16769","JPN",35.6146,139.7567,"Oil"
"16776","JPN",33.2687,131.6494,"Coal"
"16777","JPN",33.2672,131.7076,"Gas"
"16796","JPN",34.2591,132.8723,"Coal"
"16805","JPN",34.067,136.207,"Oil"
"16811","JPN",32.4855,130.0429,"Coal"
"16820","JPN",33.9327,133.1677,"Coal"
"16823","JPN",34.3419,133.8442,"Oil"
"16825","JPN",34.5704,135.4417,"Gas"
"16826","JPN",38.9686,139.8322,"Coal"
"16834","JPN",31.8579,130.1997,"Oil"
"16846","JPN",33.856,134.6513,"Coal"
"16850","JPN",33.9078,130.8614,"Gas"
"16852","JPN",35.0645,136.8767,"Gas"
"16854","JPN",33.2672,131.7076,"Gas"
"16855","JPN",33.969,131.1634,"Coal"
"16858","JPN",35.6199,139.7559,"Gas"
"16860","JPN",37.8427,140.9456,"Coal"
"16866","JPN",34.9411,136.632,"Coal"
"16877","JPN",35.4619,139.977,"Gas"
"16883","JPN",35.9475,140.69,"Coal"
"16884","JPN",43.4639,141.891,"Coal"
"16900","JPN",34.7535,134.7663,"Coal"
"16903","JPN",34.3373,132.9572,"Coal"
"16904","JPN",34.8244,136.9238,"Oil"
"16910","JPN",34.5144,133.6873,"Oil"
"16911","JPN",34.3216,135.1281,"Oil"
"16918","JPN",33.925,130.8468,"Gas"
"16928","JPN",42.6359,141.5886,"Coal"
"16930","JPN",42.612,141.805,"Coal"
"16938","JPN",33.534,133.5575,"Coal"
"16942","JPN",36.7654,137.1286,"Coal"
"16954","JPN",35.6724,136.0815,"Coal"
"16972","JPN",34.2397,135.128,"Gas"
"16987","JPN",33.953,132.1248,"Gas"
"16989","JPN",33.8982,130.8891,"Coal"
"16990","JPN",34.9734,136.6462,"Gas"
"16991","JPN",35.4768,139.679,"Oil"
"16992","JPN",35.2148,139.7173,"Oil"
"17004","JOR",31.2226,36.0197,"Gas"
"17006","JOR",31.8997,36.0801,"Gas"
"17007","JOR",29.378,34.977,"Gas"
"17009","JOR",32.119,36.125,"Oil"
"17010","JOR",31.9101,36.0939,"Gas"
"17027","JOR",32.3311,36.0506,"Gas"
"17028","JOR",32.5724,39.0111,"Gas"
"17029","JOR",32.1433,36.1418,"Gas"
"17034","KAZ",52.12,76.875,"Coal"
"17035","KAZ",43.2809,76.931,"Coal"
"17036","KAZ",43.2935,76.7992,"Coal"
"17037","KAZ",43.421,77.0073,"Coal"
"17038","KAZ",51.1892,71.5099,"Coal"
"17039","KAZ",47.0818,51.9422,"Gas"
"17041","KAZ",51.888,75.377,"Coal"
"17042","KAZ",52.023,75.475,"Coal"
"17046","KAZ",52.023,75.475,"Coal"
"17047","KAZ",49.9161,73.2365,"Coal"
"17048","KAZ",50.0467,73.0532,"Coal"
"17049","KAZ",49.9167,73.2372,"Coal"
"17050","KAZ",46.829,74.9493,"Coal"
"17051","KAZ",46.4259,68.7007,"Gas"
"17052","KAZ",52.367,76.9338,"Coal"
"17053","KAZ",42.9,71.3667,"Coal"
"17054","KAZ",52.367,76.9338,"Coal"
"17055","KAZ",52.3221,76.9664,"Coal"
"17056","KAZ",52.3666,76.9345,"Coal"
"17057","KAZ",54.8979,69.1874,"Coal"
"17058","KAZ",50.3547,83.4884,"Coal"
"17061","KAZ",50.0292,82.7699,"Coal"
"17063","KAZ",49.9823,82.6142,"Coal"
"17066","KAZ",47.7853,67.7444,"Coal"
"17069","KEN",-1.2431,36.8905,"Oil"
"17073","KEN",-4.04,39.638,"Oil"
"17074","KEN",-4.0379,39.6333,"Oil"
"17075","KEN",-4.0379,39.6333,"Oil"
"17085","KEN",-3.9334,39.5626,"Oil"
"17088","KEN",1.0605,37.0508,"Oil"
"17090","KOS",42.6767,21.0867,"Coal"
"17091","KOS",42.6937,21.057,"Coal"
"17092","KWT",28.7135,48.3806,"Gas"
"17093","KWT",28.7072,48.3742,"Gas"
"17094","KWT",29.3682,47.7963,"Gas"
"17095","KWT",29.3678,47.7865,"Gas"
"17096","KWT",29.567,48.171,"Gas"
"17097","KWT",29.0359,48.1536,"Gas"
"17098","KWT",29.0359,48.1536,"Gas"
"17099","KWT",29.0769,48.0839,"Gas"
"17102","KGZ",42.873,74.6541,"Coal"
"17104","KGZ",40.5718,72.804,"Oil"
"17109","LAO",19.691,101.28,"Coal"
"17131","LVA",56.9904,24.1788,"Gas"
"17133","LVA",56.918,24.2766,"Gas"
"17134","LBN",34.0209,36.1919,"Oil"
"17135","LBN",34.465,35.8942,"Gas"
"17136","LBN",34.3795,35.7584,"Oil"
"17137","LBN",33.6475,35.3996,"Oil"
"17138","LBN",33.2761,35.2289,"Oil"
"17139","LBN",33.4961,35.338,"Gas"
"17140","LBN",33.969,35.604,"Oil"
"17142","LBR",6.35,-10.7833,"Oil"
"17144","LBY",32.6204,14.3312,"Gas"
"17145","LBY",32.7882,12.674,"Gas"
"17146","LBY",32.781,22.5874,"Oil"
"17147","LBY",32.7899,12.6703,"Gas"
"17148","LBY",31.2174,16.347,"Gas"
"17149","LBY",32.3326,15.2319,"Gas"
"17150","LBY",32.2027,20.133,"Gas"
"17151","LBY",32.776,13.0983,"Gas"
"17152","LBY",32.0582,23.9814,"Oil"
"17153","LBY",32.8251,12.9739,"Oil"
"17154","LBY",31.9559,11.1447,"Gas"
"17155","LBY",30.9564,20.1164,"Gas"
"17156","LTU",54.7701,24.6474,"Gas"
"17157","LTU",54.9212,24.018,"Gas"
"17160","LTU",56.3843,22.1841,"Gas"
"17161","LTU",54.6676,25.156,"Gas"
"17162","LUX",49.5119,5.9646,"Gas"
"17164","MKD",41.058,21.4832,"Coal"
"17169","MKD",41.5824,21.0006,"Coal"
"17177","MDG",-18.8356,48.3125,"Coal"
"17178","MDG",-19.8,46.6167,"Oil"
"17182","MDG",-15.702,46.4027,"Oil"
"17183","MDG",-18.8491,47.4807,"Oil"
"17185","MDG",-18.1667,49.3833,"Gas"
"17186","MDG",-23.35,43.6667,"Gas"
"17188","MWI",-15.7833,35,"Gas"
"17196","MYS",3.0433,101.4696,"Gas"
"17197","MYS",4.3923,100.5897,"Gas"
"17199","MYS",5.3803,100.3147,"Gas"
"17201","MYS",2.7977,101.6493,"Gas"
"17205","MYS",2.5903,101.7246,"Coal"
"17206","MYS",3.1167,101.3217,"Gas"
"17214","MYS",4.4148,114.0089,"Gas"
"17215","MYS",4.1586,100.6423,"Coal"
"17216","MYS",6.0887,116.1574,"Oil"
"17218","MYS",2.9685,112.3239,"Coal"
"17219","MYS",2.2238,102.1519,"Gas"
"17221","MYS",4.6017,103.4495,"Gas"
"17223","MYS",5.3752,100.374,"Gas"
"17224","MYS",2.9659,101.6847,"Gas"
"17225","MYS",6.0918,116.163,"Gas"
"17226","MYS",6.0918,116.163,"Gas"
"17229","MYS",5.8124,118.0642,"Oil"
"17230","MYS",4.3908,100.5894,"Gas"
"17232","MYS",1.6377,110.4654,"Coal"
"17234","MYS",6.0909,116.1667,"Gas"
"17235","MYS",4.2826,117.889,"Oil"
"17236","MYS",3.1172,101.3204,"Coal"
"17237","MYS",3.288,113.0926,"Gas"
"17238","MYS",5.3744,100.3746,"Gas"
"17239","MYS",1.334,103.5422,"Coal"
"17240","MYS",4.2826,117.888,"Oil"
"17241","MYS",6.3404,100.1568,"Gas"
"17244","MYS",1.3348,103.5422,"Coal"
"17245","MYS",2.533,101.7912,"Gas"
"17246","MYS",2.5327,101.791,"Gas"
"17247","MYS",4.6017,103.4495,"Gas"
"17252","MRT",22.8767,-12.302,"Oil"
"17253","MRT",20.8954,-17.0572,"Gas"
"17255","MRT",18.046,-15.9748,"Oil"
"17257","MRT",22.7231,-12.484,"Oil"
"17261","MUS",-20.0667,57.5982,"Coal"
"17263","MUS",-20.48,57.55,"Coal"
"17266","MUS",-20.1457,57.4928,"Oil"
"17267","MUS",-20.1634,57.477,"Oil"
"17268","MUS",-20.1522,57.4783,"Oil"
"17274","MUS",-20.1667,57.525,"Oil"
"17277","MUS",-20.4728,57.6274,"Coal"
"17279","MUS",-20.17,57.5,"Oil"
"17281","MUS",-20.5079,57.5426,"Coal"
"17282","MEX",21.0151,-97.3334,"Oil"
"17287","MEX",22.4351,-98.0081,"Oil"
"17288","MEX",22.4978,-97.9017,"Gas"
"17289","MEX",22.4939,-97.9014,"Gas"
"17290","MEX",22.4997,-97.9053,"Gas"
"17291","MEX",28.4658,-100.7001,"Gas"
"17304","MEX",32.6024,-115.6276,"Oil"
"17305","MEX",20.4584,-100.1208,"Gas"
"17307","MEX",31.3314,-106.486,"Oil"
"17318","MEX",21.069,-86.8467,"Oil"
"17319","MEX",28.4682,-100.7003,"Coal"
"17321","MEX",27.937,-110.8628,"Oil"
"17327","MEX",28.4461,-105.92,"Gas"
"17336","MEX",18.61,-92.2647,"Gas"
"17343","MEX",19.0856,-96.1464,"Gas"
"17347","MEX",20.4575,-100.1206,"Gas"
"17350","MEX",25.9821,-98.0627,"Gas"
"17351","MEX",25.9821,-98.0627,"Gas"
"17353","MEX",32.6009,-115.6275,"Gas"
"17354","MEX",21.2452,-100.6111,"Gas"
"17355","MEX",32.5982,-115.6297,"Gas"
"17358","MEX",22.3739,-97.8913,"Gas"
"17366","MEX",20.6971,-88.2659,"Gas"
"17369","MEX",20.0545,-99.2764,"Oil"
"17370","MEX",28.1662,-105.4435,"Oil"
"17372","MEX",29.0806,-111.025,"Gas"
"17374","MEX",24.8147,-112.0916,"Oil"
"17375","MEX",25.4943,-103.5704,"Oil"
"17376","MEX",25.5934,-103.4772,"Gas"
"17377","MEX",29.0331,-110.8351,"Gas"
"17384","MEX",25.718,-100.0962,"Gas"
"17385","MEX",25.7195,-100.1016,"Gas"
"17386","MEX",25.7221,-100.1034,"Gas"
"17389","MEX",25.7403,-100.068,"Gas"
"17428","MEX",23.1901,-106.3558,"Oil"
"17430","MEX",28.4844,-100.6897,"Coal"
"17431","MEX",25.6079,-109.0515,"Oil"
"17435","MEX",25.6017,-103.4672,"Gas"
"17445","MEX",19.7956,-90.6128,"Oil"
"17455","MEX",19.0278,-104.3192,"Oil"
"17456","MEX",19.0278,-104.3192,"Gas"
"17457","MEX",19.0278,-104.3192,"Gas"
"17459","MEX",32.5981,-115.6297,"Gas"
"17463","MEX",25.7192,-100.1017,"Gas"
"17466","MEX",20.927,-89.6878,"Oil"
"17467","MEX",20.9336,-89.6992,"Gas"
"17468","MEX",31.2222,-109.6081,"Gas"
"17471","MEX",19.4503,-99.15,"Gas"
"17472","MEX",24.2297,-104.4796,"Gas"
"17473","MEX",28.4333,-105.9153,"Gas"
"17481","MEX",17.8992,-93.1928,"Gas"
"17482","MEX",17.858,-93.123,"Gas"
"17483","MEX",18.0929,-94.3591,"Gas"
"17484","MEX",18.1405,-94.3665,"Gas"
"17485","MEX",20.5814,-101.1799,"Gas"
"17486","MEX",22.2667,-97.8,"Gas"
"17487","MEX",16.211,-95.1721,"Gas"
"17488","MEX",20.0489,-99.2802,"Gas"
"17494","MEX",17.9837,-102.1154,"Coal"
"17498","MEX",20.5264,-97.4903,"Oil"
"17499","MEX",32.3698,-117.0685,"Gas"
"17500","MEX",32.3698,-117.0685,"Oil"
"17506","MEX",29.9068,-112.693,"Oil"
"17508","MEX",24.2233,-110.3093,"Oil"
"17510","MEX",25.7969,-97.7828,"Gas"
"17511","MEX",25.7969,-97.7828,"Gas"
"17512","MEX",25.9821,-98.0627,"Gas"
"17513","MEX",20.5694,-101.1712,"Oil"
"17514","MEX",25.5939,-100.9164,"Gas"
"17516","MEX",31.3276,-106.4841,"Gas"
"17517","MEX",19.1194,-98.2412,"Gas"
"17531","MEX",21.3113,-98.7565,"Gas"
"17534","MEX",32.6013,-115.6615,"Gas"
"17535","MEX",22.0694,-98.8469,"Oil"
"17536","MEX",22.0694,-98.8469,"Oil"
"17538","MEX",32.3685,-117.0694,"Gas"
"17540","MEX",25.7674,-100.5482,"Gas"
"17541","MEX",17.9397,-91.7331,"Gas"
"17542","MEX",31.3308,-106.4865,"Gas"
"17543","MEX",20.0596,-99.2774,"Gas"
"17544","MEX",20.839,-97.2534,"Gas"
"17545","MEX",20.8386,-97.2536,"Gas"
"17546","MEX",20.8453,-97.2442,"Gas"
"17549","MEX",20.6931,-88.2675,"Gas"
"17550","MEX",19.6183,-98.9764,"Gas"
"17551","MEX",19.6183,-98.9764,"Gas"
"17552","MEX",21.8322,-100.9344,"Oil"
"17559","MDA",47.0261,28.8672,"Gas"
"17560","MDA",47.029,28.893,"Gas"
"17561","MDA",47.7492,27.8938,"Gas"
"17564","MDA",46.6292,29.9407,"Coal"
"17566","MNG",48.0793,114.555,"Coal"
"17570","MNG",47.8956,106.8651,"Coal"
"17571","MNG",47.8938,106.8036,"Coal"
"17575","MNE",43.3342,19.3271,"Coal"
"17579","MAR",34.0705,-2.1049,"Gas"
"17582","MAR",34.8,-5.6,"Gas"
"17587","MAR",34.286,-6.5618,"Oil"
"17588","MAR",28.469,-11.339,"Oil"
"17592","MAR",33.1041,-8.6378,"Coal"
"17593","MAR",33.541,-7.502,"Oil"
"17594","MAR",35.5699,-5.4633,"Oil"
"17595","MAR",35.589,-5.9868,"Gas"
"17598","MAR",23.6816,-15.9594,"Oil"
"17604","MAR",34.3098,-2.1902,"Coal"
"17609","MAR",33.682,-7.435,"Coal"
"17624","MMR",16.78,96.131,"Gas"
"17627","MMR",16.98,96.125,"Gas"
"17632","MMR",21.6,86.213,"Gas"
"17634","MMR",21.03,94.418,"Gas"
"17635","MMR",16.5,97.662,"Coal"
"17636","MMR",21.19,94.803,"Gas"
"17637","MMR",16.47,97.654,"Gas"
"17640","MMR",18.31,95.297,"Gas"
"17641","MMR",16.46,97.655,"Gas"
"17645","MMR",18.73,95.229,"Gas"
"17649","MMR",16.81,96.226,"Gas"
"17651","MMR",16.96,97.408,"Gas"
"17652","MMR",20.43,96.702,"Coal"
"17655","MMR",16.9,96.089,"Gas"
"17659","NAM",-22.9575,14.5053,"Oil"
"17662","NAM",-22.8138,15.3248,"Oil"
"17669","NAM",-22.9575,14.5053,"Oil"
"17671","NAM",-22.514,17.0789,"Coal"
"17692","NLD",52.1017,5.0794,"Gas"
"17695","NLD",53.3185,6.9544,"Gas"
"17698","NLD",52.3389,5.0213,"Gas"
"17699","NLD",51.3331,3.7787,"Gas"
"17702","NLD",53.4441,6.856,"Gas"
"17703","NLD",53.4355,6.8793,"Coal"
"17706","NLD",52.5772,5.53,"Gas"
"17708","NLD",51.8561,5.8294,"Coal"
"17711","NLD",52.468,6.1088,"Gas"
"17715","NLD",52.4049,4.8465,"Coal"
"17718","NLD",52.4758,4.6048,"Gas"
"17728","NLD",51.9626,4.0217,"Coal"
"17729","NLD",51.9587,4.0272,"Coal"
"17730","NLD",53.4502,6.8548,"Gas"
"17732","NLD",52.5772,5.53,"Gas"
"17741","NLD",51.8902,4.3552,"Gas"
"17747","NLD",51.4482,3.6928,"Gas"
"17767","NZL",-37.5444,175.15,"Gas"
"17768","NZL",-37.5444,175.15,"Coal"
"17769","NZL",-37.5444,175.15,"Gas"
"17787","NZL",-37.75,175.2167,"Gas"
"17797","NZL",-39.3829,176.8875,"Oil"
"17800","NIC",12.0144,-86.086,"Oil"
"17801","NIC",12.1542,-86.2582,"Oil"
"17802","NIC",12.2803,-86.5768,"Oil"
"17803","NIC",12.4702,-86.8849,"Oil"
"17804","NIC",12.1857,-86.7473,"Oil"
"17807","NIC",12.4883,-87.1673,"Oil"
"17808","NIC",12.1581,-86.3107,"Gas"
"17809","NIC",12.1542,-86.2577,"Oil"
"17815","NIC",12.1698,-86.1052,"Oil"
"17816","NER",17.2893,7.8392,"Coal"
"17817","NER",18.8167,7.3333,"Oil"
"17818","NER",18.8167,7.3333,"Oil"
"17819","NER",13.5333,2.0667,"Oil"
"17821","NER",13.52,2.12,"Oil"
"17822","NER",14.1888,8.7859,"Oil"
"17823","NGA",5.067,7.3216,"Gas"
"17824","NGA",5.0702,8.3394,"Gas"
"17825","NGA",4.798,5.897,"Gas"
"17827","NGA",4.5644,7.568,"Gas"
"17828","NGA",6.4065,5.6828,"Gas"
"17831","NGA",6.8982,3.2041,"Gas"
"17832","NGA",5.39,6.6632,"Gas"
"17833","NGA",6.7357,4.7106,"Gas"
"17834","NGA",5.9254,5.645,"Gas"
"17837","PRK",41.7956,129.7758,"Coal"
"17838","PRK",41.7633,129.7502,"Coal"
"17839","PRK",38.7285,125.4161,"Coal"
"17840","PRK",38.8893,125.5596,"Coal"
"17841","PRK",38.9695,125.6881,"Coal"
"17842","PRK",38.029,125.6628,"Coal"
"17843","PRK",39.8531,127.5789,"Coal"
"17844","PRK",39.8402,127.6341,"Coal"
"17849","PRK",39.5858,126.3043,"Coal"
"17850","PRK",39.0093,125.7109,"Coal"
"17851","PRK",41.7784,129.7915,"Coal"
"17854","PRK",40.0707,124.5524,"Coal"
"17857","PRK",38.4631,125.8289,"Coal"
"17858","PRK",39.4014,125.9682,"Coal"
"17862","PRK",39.8531,127.579,"Coal"
"17863","PRK",42.3271,130.3825,"Coal"
"17925","NOR",60.8085,5.0374,"Gas"
"17944","NOR",69.2306,18.0889,"Gas"
"18079","NOR",70.684,23.5929,"Gas"
"18087","NOR",59.2751,5.5129,"Gas"
"18107","NOR",62.8489,6.9433,"Gas"
"18173","OMN",23.7073,57.9845,"Gas"
"18174","OMN",23.6031,58.4164,"Gas"
"18175","OMN",22.3903,59.0695,"Gas"
"18176","OMN",22.7067,57.5779,"Gas"
"18180","OMN",23.5542,58.1993,"Gas"
"18181","OMN",23.707,57.9816,"Gas"
"18182","OMN",24.4885,56.6135,"Gas"
"18183","OMN",24.4722,56.6331,"Gas"
"18184","OMN",24.308,56.4235,"Gas"
"18185","PAK",30.1725,70.993,"Oil"
"18187","PAK",31.6786,74.0839,"Gas"
"18188","PAK",24.7844,67.3604,"Oil"
"18196","PAK",28.027,69.3631,"Gas"
"18197","PAK",31.5233,73.3886,"Coal"
"18198","PAK",24.8339,67.4179,"Coal"
"18199","PAK",30.5237,71.9555,"Gas"
"18200","PAK",27.988,69.671,"Gas"
"18203","PAK",28.4272,69.697,"Gas"
"18204","PAK",24.8496,67.1471,"Oil"
"18205","PAK",30.2773,66.974,"Gas"
"18206","PAK",24.9057,66.6946,"Oil"
"18207","PAK",24.9057,66.6946,"Oil"
"18208","PAK",31.3255,74.2617,"Oil"
"18211","PAK",31.2629,74.1871,"Oil"
"18212","PAK",24.8483,67.1453,"Gas"
"18213","PAK",24.7857,67.1386,"Gas"
"18215","PAK",25.7041,68.2861,"Coal"
"18216","PAK",28.0318,69.6357,"Gas"
"18218","PAK",32.9052,71.6119,"Coal"
"18220","PAK",30.2934,70.9672,"Coal"
"18222","PAK",31.1389,73.9125,"Oil"
"18223","PAK",31.1389,73.9125,"Oil"
"18224","PAK",30.1721,70.9929,"Oil"
"18227","PAK",30.215,71.5492,"Oil"
"18228","PAK",24.7845,67.3694,"Coal"
"18233","PAK",24.913,66.9902,"Gas"
"18234","PAK",31.7322,73.8752,"Oil"
"18235","PAK",30.7135,73.2432,"Coal"
"18237","PAK",31.2911,74.2489,"Oil"
"18238","PAK",24.9997,66.9072,"Oil"
"18242","PAK",28.5828,68.1782,"Gas"
"18243","PAK",28.5828,68.1782,"Gas"
"18244","PAK",27.6648,68.3622,"Gas"
"18248","PAN",9.0012,-79.5909,"Oil"
"18249","PAN",9.0003,-79.5907,"Oil"
"18250","PAN",9.3764,-79.8233,"Coal"
"18252","PAN",9.3796,-79.8219,"Gas"
"18263","PAN",8.9091,-79.7809,"Oil"
"18264","PAN",9.1053,-79.2729,"Oil"
"18265","PNG",-6.0048,142.8096,"Gas"
"18266","PNG",-9.4318,147.1428,"Oil"
"18267","PNG",-6.738,146.9912,"Oil"
"18271","PNG",-5.2095,141.1827,"Oil"
"18273","PNG",-5.4655,143.1095,"Oil"
"18276","PNG",-5.2773,141.2323,"Oil"
"18277","PNG",-8.5659,147.1383,"Oil"
"18278","PNG",-4.3557,152.2454,"Oil"
"18283","PER",-9.0288,-75.4926,"Gas"
"18287","PER",-12.497,-76.7292,"Gas"
"18290","PER",-12.544,-76.7357,"Gas"
"18293","PER",-17.7762,-71.1896,"Coal"
"18294","PER",-17.778,-71.1859,"Gas"
"18295","PER",-12.4976,-76.7295,"Gas"
"18302","PER",-13.7159,-75.9695,"Gas"
"18306","PER",-17.7772,-71.1871,"Gas"
"18310","PER",-12.0401,-77.0119,"Gas"
"18313","PER",-11.9358,-77.118,"Gas"
"18321","PHL",15.2342,120.6109,"Coal"
"18323","PHL",13.7606,121.046,"Gas"
"18325","PHL",7.0731,125.6128,"Oil"
"18328","PHL",16.4907,120.3261,"Oil"
"18331","PHL",8.7662,124.7685,"Coal"
"18334","PHL",15.1114,120.6053,"Oil"
"18338","PHL",10.2185,123.7577,"Oil"
"18339","PHL",10.2185,123.7577,"Coal"
"18340","PHL",7.2236,124.2464,"Oil"
"18343","PHL",13.9303,120.7886,"Coal"
"18345","PHL",10.581,122.8878,"Oil"
"18354","PHL",6.3943,125.6173,"Coal"
"18355","PHL",6.9644,125.4797,"Coal"
"18358","PHL",10.6584,122.5963,"Oil"
"18360","PHL",13.622,121.0795,"Gas"
"18367","PHL",14.5434,120.5987,"Oil"
"18371","PHL",14.5204,120.6027,"Coal"
"18375","PHL",14.3959,121.3337,"Oil"
"18380","PHL",14.4252,120.537,"Coal"
"18382","PHL",15.5645,119.9233,"Coal"
"18383","PHL",8.5725,124.7573,"Coal"
"18384","PHL",8.5601,124.7465,"Coal"
"18387","PHL",9.7189,125.5081,"Oil"
"18388","PHL",10.2175,123.7606,"Coal"
"18389","PHL",8.5577,124.508,"Oil"
"18392","PHL",11.5301,122.3975,"Oil"
"18393","PHL",7.0731,125.6128,"Oil"
"18394","PHL",11.1872,123.121,"Coal"
"18395","PHL",10.7235,122.5961,"Coal"
"18396","PHL",15.15,120.5833,"Oil"
"18398","PHL",13.8932,121.745,"Coal"
"18401","PHL",14.2296,121.7558,"Coal"
"18406","PHL",13.7717,124.0349,"Gas"
"18408","PHL",14.5247,120.5964,"Coal"
"18409","PHL",5.871,125.0789,"Coal"
"18410","PHL",13.9201,120.8265,"Coal"
"18411","PHL",13.9328,120.7909,"Coal"
"18412","PHL",6.1018,125.2905,"Oil"
"18413","PHL",13.7703,121.035,"Gas"
"18414","PHL",14.88,120.2343,"Oil"
"18419","PHL",13.7769,121.0261,"Gas"
"18428","PHL",16.1243,120.1012,"Coal"
"18431","PHL",10.3871,123.6401,"Coal"
"18434","PHL",14.8952,120.7715,"Coal"
"18436","PHL",7.0694,122.2014,"Oil"
"18438","POL",51.2679,19.3265,"Coal"
"18440","POL",50.3562,18.2907,"Gas"
"18442","POL",49.9767,19.8047,"Coal"
"18444","POL",53.2067,14.4651,"Coal"
"18447","POL",49.8524,19.3369,"Coal"
"18448","POL",50.0277,20.9082,"Coal"
"18449","POL",53.1486,23.1689,"Coal"
"18450","POL",49.8123,19.0538,"Gas"
"18451","POL",49.8733,19.0309,"Oil"
"18452","POL",53.1355,17.9836,"Coal"
"18453","POL",53.0995,18.0879,"Coal"
"18454","POL",50.3019,19.1384,"Coal"
"18455","POL",50.3079,18.9695,"Coal"
"18456","POL",51.0381,17.1498,"Coal"
"18457","POL",50.1576,18.6505,"Gas"
"18458","POL",54.1805,19.3855,"Coal"
"18459","POL",50.8273,19.1247,"Coal"
"18460","POL",51.2258,22.7079,"Coal"
"18461","POL",54.3784,18.6404,"Coal"
"18462","POL",49.6769,21.1821,"Coal"
"18463","POL",52.7504,15.2712,"Gas"
"18464","POL",53.4792,18.7719,"Coal"
"18465","POL",53.7002,18.921,"Coal"
"18466","POL",52.7664,18.1098,"Coal"
"18467","POL",51.7297,18.1062,"Coal"
"18468","POL",50.2855,19.0532,"Coal"
"18470","POL",50.2153,18.6785,"Coal"
"18471","POL",50.0535,20.0061,"Coal"
"18472","POL",51.2161,22.5583,"Gas"
"18473","POL",50.0433,18.4842,"Coal"
"18474","POL",50.3488,18.8419,"Coal"
"18475","POL",50.3046,21.4644,"Coal"
"18476","POL",53.3938,18.3751,"Coal"
"18477","POL",49.9415,18.5702,"Coal"
"18478","POL",50.3478,19.2771,"Coal"
"18479","POL",50.3172,22.3237,"Gas"
"18480","POL",50.6872,17.9201,"Coal"
"18481","POL",50.0395,19.2735,"Coal"
"18482","POL",52.5843,19.6879,"Oil"
"18483","POL",49.9672,18.6943,"Gas"
"18484","POL",52.1707,20.8006,"Coal"
"18485","POL",50.0646,22.0294,"Gas"
"18486","POL",52.1572,22.3061,"Gas"
"18487","POL",52.1901,21.0873,"Coal"
"18488","POL",52.7671,18.2409,"Coal"
"18489","POL",51.0299,21.0799,"Coal"
"18490","POL",50.0468,18.7609,"Gas"
"18491","POL",50.3454,18.8864,"Coal"
"18492","POL",53.0475,18.6932,"Gas"
"18493","POL",50.1059,19.0164,"Coal"
"18494","POL",50.0146,21.9813,"Coal"
"18495","POL",51.1234,17.0241,"Coal"
"18496","POL",54.7921,18.4228,"Gas"
"18497","POL",52.7074,18.9589,"Gas"
"18498","POL",50.2956,18.8099,"Coal"
"18499","POL",53.5743,14.5334,"Coal"
